timestamp,num_swaths,bbox,val_0,0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,val_100,amsr2_file,sic_file,error
20240202T143004,2,"(-1599687.4342537073, -864144.1590052687, -1163815.1349259557, -416603.08750465605)",0,0,1,0,7,11,25,38,77,252,1176566,14637340,AMSR2_S1A_EW_GRDM_1SDH_20240202T143004_20240202T143104_052381_06558F_2689.nc,S1A_EW_GRDM_1SDH_20240202T143004_20240202T143104_052381_06558F_2689_SIC.tiff,
20240202T025853,2,"(1256311.5351318696, 246589.3470975165, 1667923.4603171113, 671776.1303746919)",8320348,1057305,302116,192589,152028,78162,76512,59436,80076,114347,686798,8153782,AMSR2_S1A_EW_GRDM_1SDH_20240202T025853_20240202T025953_052374_06554A_09C0.nc,S1A_EW_GRDM_1SDH_20240202T025853_20240202T025953_052374_06554A_09C0_SIC.tiff,
20240202T025953,2,"(1651595.0308802444, 224530.643405689, 2072793.8496684842, 659425.031315965)",2565038,995601,257682,183279,292979,278288,241067,280002,432807,994580,7258971,4257313,AMSR2_S1A_EW_GRDM_1SDH_20240202T025953_20240202T030053_052374_06554A_73D4.nc,S1A_EW_GRDM_1SDH_20240202T025953_20240202T030053_052374_06554A_73D4_SIC.tiff,
20240202T075704,2,"(776082.5654376103, -2279002.447205389, 1268368.204622635, -1802168.9948871417)",8910045,326960,108502,107720,265357,241681,257220,321358,447710,666549,5770211,5319327,AMSR2_S1A_EW_GRDM_1SDH_20240202T075704_20240202T075803_052377_065567_C453.nc,S1A_EW_GRDM_1SDH_20240202T075704_20240202T075803_052377_065567_C453_SIC.tiff,
20240202T075400,2,"(486007.9798489003, -1121722.2316102441, 989741.0819258858, -605687.56974553)",775124,477036,226737,546875,1524492,774948,614504,623997,638937,613348,3591753,15391768,AMSR2_S1A_EW_GRDM_1SDH_20240202T075400_20240202T075504_052377_065567_B2D7.nc,S1A_EW_GRDM_1SDH_20240202T075400_20240202T075504_052377_065567_B2D7_SIC.tiff,
20240202T111456,2,"(-1272477.1552166797, -2524407.4296773854, -685459.4715145882, -1943738.5229204912)",0,0,0,0,1,4,4,6,1331,69076,1805114,4694530,AMSR2_S1A_EW_GRDM_1SDH_20240202T111456_20240202T111556_052379_06557C_DD89.nc,S1A_EW_GRDM_1SDH_20240202T111456_20240202T111556_052379_06557C_DD89_SIC.tiff,
20240202T174833,2,"(-1994543.4311207475, 629125.3104053665, -1386565.835761857, 1239188.0419572832)",0,0,0,0,1,1,0,1,2,8,332661,25874383,AMSR2_S1A_EW_GRDM_1SDH_20240202T174833_20240202T174940_052383_0655A0_A734.nc,S1A_EW_GRDM_1SDH_20240202T174833_20240202T174940_052383_0655A0_A734_SIC.tiff,
20240202T191552,44,"(530132.824666769, -2859992.018315734, 1107480.0355268742, -2290071.8071995177)",18274509,655314,156060,164118,227565,307183,331105,320223,525912,972698,2338695,8340,AMSR2_S1A_EW_GRDM_1SDH_20240202T191552_20240202T191651_052384_0655AC_4AD2.nc,S1A_EW_GRDM_1SDH_20240202T191552_20240202T191651_052384_0655AC_4AD2_SIC.tiff,
20240202T125219,2,"(-1613274.238382002, -1634091.004119255, -1059375.9340265302, -1076909.5090049899)",0,0,0,0,0,0,1,0,1,1812,496311,10364583,AMSR2_S1A_EW_GRDM_1SDH_20240202T125219_20240202T125319_052380_065585_4B81.nc,S1A_EW_GRDM_1SDH_20240202T125219_20240202T125319_052380_065585_4B81_SIC.tiff,
20240202T111556,44,"(-1529824.642721746, -2852822.590743075, -934490.3509082597, -2262928.905861144)",0,0,0,0,0,6,553,4959,77458,272410,4299964,2531794,AMSR2_S1A_EW_GRDM_1SDH_20240202T111556_20240202T111656_052379_06557C_4453.nc,S1A_EW_GRDM_1SDH_20240202T111556_20240202T111656_052379_06557C_4453_SIC.tiff,
20240202T143104,2,"(-1997641.0382038392, -896526.5894853539, -1563831.0454649173, -451338.49941194267)",0,0,0,0,0,0,0,2,8,28,9588,9215291,AMSR2_S1A_EW_GRDM_1SDH_20240202T143104_20240202T143204_052381_06558F_4A96.nc,S1A_EW_GRDM_1SDH_20240202T143104_20240202T143204_052381_06558F_4A96_SIC.tiff,
20240202T111656,44,"(-1807266.3264689231, -3194924.3002976715, -1191540.1829948695, -2582716.5919291843)",0,0,0,0,0,0,0,0,0,20355,3369845,3143547,AMSR2_S1A_EW_GRDM_1SDH_20240202T111656_20240202T111758_052379_06557C_BA25.nc,S1A_EW_GRDM_1SDH_20240202T111656_20240202T111758_052379_06557C_BA25_SIC.tiff,
20240202T030053,2,"(2049989.7353309055, 194431.96416361028, 2492048.1278056772, 640945.773824769)",1461767,568061,307853,304260,358405,533734,449037,581912,729053,2629897,4800718,875393,AMSR2_S1A_EW_GRDM_1SDH_20240202T030053_20240202T030154_052374_06554A_608D.nc,S1A_EW_GRDM_1SDH_20240202T030053_20240202T030154_052374_06554A_608D_SIC.tiff,
20240202T175252,44,"(-3026381.333831788, 1911359.3670942502, -2590410.723924675, 2326717.7038583215)",8695814,12480,3771,2835,4476,10598,755,14,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20240202T175252_20240202T175316_052383_0655A2_9DEE.nc,S1A_EW_GRDM_1SDH_20240202T175252_20240202T175316_052383_0655A2_9DEE_SIC.tiff,
20240202T174629,2,"(-1384993.2568230683, 58410.40085540625, -797767.3856797003, 646109.5232045312)",0,0,0,0,0,0,0,0,0,0,1189186,24509399,AMSR2_S1A_EW_GRDM_1SDH_20240202T174629_20240202T174733_052383_0655A0_18FB.nc,S1A_EW_GRDM_1SDH_20240202T174629_20240202T174733_052383_0655A0_18FB_SIC.tiff,
20240202T025749,2,"(835380.6691133217, 261685.4729304814, 1266250.896668529, 678280.117255322)",7435164,1339913,338215,245838,344881,728868,1500311,1876679,1075774,1416083,4373855,4724708,AMSR2_S1A_EW_GRDM_1SDH_20240202T025749_20240202T025853_052374_06554A_69B3.nc,S1A_EW_GRDM_1SDH_20240202T025749_20240202T025853_052374_06554A_69B3_SIC.tiff,
20240202T125319,2,"(-1961108.767845216, -1823946.7442837034, -1412851.0918837884, -1269129.4122287934)",0,0,0,0,1,0,0,2,1,7,204261,8158120,AMSR2_S1A_EW_GRDM_1SDH_20240202T125319_20240202T125417_052380_065585_657F.nc,S1A_EW_GRDM_1SDH_20240202T125319_20240202T125417_052380_065585_657F_SIC.tiff,
20240202T125119,2,"(-1263660.6591985011, -1436158.199605532, -711700.4817843017, -881179.2417161253)",0,0,0,965,86329,99330,39560,42327,106494,240211,2511765,8014843,AMSR2_S1A_EW_GRDM_1SDH_20240202T125119_20240202T125219_052380_065585_9BAF.nc,S1A_EW_GRDM_1SDH_20240202T125119_20240202T125219_052380_065585_9BAF_SIC.tiff,
20240202T043735,2,"(1234737.866784196, -475253.23513256985, 1809493.140033537, 87425.3445124168)",22338722,723185,364353,305504,259335,219313,333820,448293,249615,225324,692972,0,AMSR2_S1A_EW_GRDM_1SDH_20240202T043735_20240202T043841_052375_065551_AC50.nc,S1A_EW_GRDM_1SDH_20240202T043735_20240202T043841_052375_065551_AC50_SIC.tiff,
20240202T043630,2,"(855787.7212993712, -278332.2102842093, 1413377.5708565623, 271608.61998192716)",5555096,1151393,436039,322252,308364,241602,221111,248837,288867,683138,7633708,7451702,AMSR2_S1A_EW_GRDM_1SDH_20240202T043630_20240202T043735_052375_065551_4494.nc,S1A_EW_GRDM_1SDH_20240202T043630_20240202T043735_052375_065551_4494_SIC.tiff,
20240205T163329,2,"(-1781104.6406869758, -111877.8675646998, -1245000.004295002, 431529.34900910145)",0,0,0,0,0,0,0,0,0,0,508616,24001050,AMSR2_S1A_EW_GRDM_1SDH_20240205T163329_20240205T163429_052426_06571B_F3DE.nc,S1A_EW_GRDM_1SDH_20240205T163329_20240205T163429_052426_06571B_F3DE_SIC.tiff,
20240205T163429,2,"(-2144520.496340058, 60456.56940947286, -1600985.9760195904, 611357.7921267407)",0,0,0,0,0,0,0,0,0,0,2027456,22462351,AMSR2_S1A_EW_GRDM_1SDH_20240205T163429_20240205T163529_052426_06571B_C93D.nc,S1A_EW_GRDM_1SDH_20240205T163429_20240205T163529_052426_06571B_C93D_SIC.tiff,
20240205T114007,44,"(-1670213.2002637717, -2581018.119847669, -1055262.6173305465, -1968523.7368196489)",0,0,0,0,0,0,3,2,3601,16021,7198983,9374735,AMSR2_S1A_EW_GRDM_1SDH_20240205T114007_20240205T114111_052423_065702_5293.nc,S1A_EW_GRDM_1SDH_20240205T114007_20240205T114111_052423_065702_5293_SIC.tiff,
20240205T032229,2,"(853921.5154713098, 125841.26594038642, 1325575.3904090032, 586060.6296147519)",9033104,1614739,367036,291407,719842,397413,398133,358621,469978,2012592,3120098,5700304,AMSR2_S1A_EW_GRDM_1SDH_20240205T032229_20240205T032333_052418_0656CE_AF59.nc,S1A_EW_GRDM_1SDH_20240205T032229_20240205T032333_052418_0656CE_AF59_SIC.tiff,
20240205T082123,2,"(551214.4811717037, -2219717.8377970364, 1012175.5289128171, -1769716.7030791384)",0,1028,11659,12001,13158,15482,21903,30561,95646,164574,6263372,6666219,AMSR2_S1A_EW_GRDM_1SDH_20240205T082123_20240205T082223_052421_0656ED_5357.nc,S1A_EW_GRDM_1SDH_20240205T082123_20240205T082223_052421_0656ED_5357_SIC.tiff,
20240205T082023,2,"(502857.63921147224, -1820500.3620806679, 964967.9551145337, -1369320.4870061146)",1,6439,14735,15394,11091,39877,183228,256211,254313,572266,5893057,7282883,AMSR2_S1A_EW_GRDM_1SDH_20240205T082023_20240205T082123_052421_0656ED_0514.nc,S1A_EW_GRDM_1SDH_20240205T082023_20240205T082123_052421_0656ED_0514_SIC.tiff,
20240205T064203,2,"(1136782.5809849035, -1561173.4933837922, 1699798.433418597, -1000320.0062439406)",24362790,68496,9066,7472,13685,21971,13466,40,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20240205T064203_20240205T064303_052420_0656E2_4BEB.nc,S1A_EW_GRDM_1SDH_20240205T064203_20240205T064303_052420_0656E2_4BEB_SIC.tiff,
20240205T163225,2,"(-1418216.1985483475, -289288.41027097584, -863025.9210916193, 259198.57548350483)",0,0,0,0,0,0,0,0,0,0,778,25799097,AMSR2_S1A_EW_GRDM_1SDH_20240205T163225_20240205T163329_052426_06571B_0FB2.nc,S1A_EW_GRDM_1SDH_20240205T163225_20240205T163329_052426_06571B_0FB2_SIC.tiff,
20240205T082223,2,"(593444.4769071551, -2624397.186843216, 1053957.9571282468, -2174815.2932208185)",9529810,826001,253014,336726,545741,297273,232886,248588,562093,1214181,3430855,5069110,AMSR2_S1A_EW_GRDM_1SDH_20240205T082223_20240205T082323_052421_0656ED_F3C0.nc,S1A_EW_GRDM_1SDH_20240205T082223_20240205T082323_052421_0656ED_F3C0_SIC.tiff,
20240205T081819,44,"(382570.31159180193, -1035316.872071952, 854046.2720475461, -551564.1214591229)",0,0,0,3,341,14627,23071,14721,16158,31867,1883028,21502387,AMSR2_S1A_EW_GRDM_1SDH_20240205T081819_20240205T081923_052421_0656ED_4A78.nc,S1A_EW_GRDM_1SDH_20240205T081819_20240205T081923_052421_0656ED_4A78_SIC.tiff,
20240205T050218,2,"(1209649.4452224872, -588275.1594961357, 1696304.0842719465, -73026.3920780478)",15044081,418817,127311,105238,72458,54427,64373,88866,90434,211402,2535468,3820,AMSR2_S1A_EW_GRDM_1SDH_20240205T050218_20240205T050306_052419_0656D7_768F.nc,S1A_EW_GRDM_1SDH_20240205T050218_20240205T050306_052419_0656D7_768F_SIC.tiff,
20240205T082323,44,"(629152.238395636, -2784751.6431544726, 1068801.2099600418, -2585432.1038211407)",9110140,7909,3938,4501,8384,3161,2001,11,9,5,5,0,AMSR2_S1A_EW_GRDM_1SDH_20240205T082323_20240205T082347_052421_0656ED_2DD3.nc,S1A_EW_GRDM_1SDH_20240205T082323_20240205T082347_052421_0656ED_2DD3_SIC.tiff,
20240205T050114,2,"(852747.3417894274, -417143.8603651619, 1426557.6553704955, 151776.24848160718)",3772577,2701595,737093,514428,389753,392961,203884,226400,312930,403292,11695129,3693952,AMSR2_S1A_EW_GRDM_1SDH_20240205T050114_20240205T050218_052419_0656D7_0AD5.nc,S1A_EW_GRDM_1SDH_20240205T050114_20240205T050218_052419_0656D7_0AD5_SIC.tiff,
20240205T032633,44,"(2453249.7243216406, -147080.66613874625, 2930674.1333170165, 348138.5035491748)",0,0,0,0,0,1,1,5,508,30000,1712964,1378,AMSR2_S1A_EW_GRDM_1SDH_20240205T032633_20240205T032732_052418_0656CE_5797.nc,S1A_EW_GRDM_1SDH_20240205T032633_20240205T032732_052418_0656CE_5797_SIC.tiff,
20240205T180558,3,"(24948.371061782822, -1329752.051082675, 649274.3724422453, -706215.7360181503)",0,0,2,22,98,1724,5222,5356,5545,7638,75469,4543001,AMSR2_S1A_EW_GRDM_1SDH_20240205T180558_20240205T180709_052427_065721_FCEB.nc,S1A_EW_GRDM_1SDH_20240205T180558_20240205T180709_052427_065721_FCEB_SIC.tiff,
20240205T163529,2,"(-2500013.957368606, 238894.47464767902, -1957117.3730706063, 795172.8839246401)",0,0,0,0,0,0,0,1,0,1,54426,3875888,AMSR2_S1A_EW_GRDM_1SDH_20240205T163529_20240205T163627_052426_06571B_E6D5.nc,S1A_EW_GRDM_1SDH_20240205T163529_20240205T163627_052426_06571B_E6D5_SIC.tiff,
20240205T063958,2,"(694388.1867447066, -886028.5947317247, 1268870.3863366956, -305784.999265273)",9046428,1476572,620413,547942,516519,339836,287779,309697,306595,235843,2348646,1673108,AMSR2_S1A_EW_GRDM_1SDH_20240205T063958_20240205T064103_052420_0656E2_9F28.nc,S1A_EW_GRDM_1SDH_20240205T063958_20240205T064103_052420_0656E2_9F28_SIC.tiff,
20240205T032433,2,"(1662782.4682083982, 3715.6495889878674, 2124122.4478804516, 478348.8833185939)",11403635,741862,178337,107567,107744,135213,266811,391464,649854,1570320,2029244,788935,AMSR2_S1A_EW_GRDM_1SDH_20240205T032433_20240205T032533_052418_0656CE_C190.nc,S1A_EW_GRDM_1SDH_20240205T032433_20240205T032533_052418_0656CE_C190_SIC.tiff,
20240205T081923,2,"(448117.32424273895, -1425979.6372163128, 912245.1575727273, -972853.4697855173)",0,0,7,10,18,38,84,19863,59819,85851,1775457,17751989,AMSR2_S1A_EW_GRDM_1SDH_20240205T081923_20240205T082023_052421_0656ED_5894.nc,S1A_EW_GRDM_1SDH_20240205T081923_20240205T082023_052421_0656ED_5894_SIC.tiff,
20240205T114211,44,"(-2271408.634310934, -3180115.5789332683, -1658289.5074696497, -2569530.700342912)",0,0,0,0,0,0,0,0,8842,19434,1214341,18103116,AMSR2_S1A_EW_GRDM_1SDH_20240205T114211_20240205T114311_052423_065702_0628.nc,S1A_EW_GRDM_1SDH_20240205T114211_20240205T114311_052423_065702_0628_SIC.tiff,
20240205T180458,2,"(361725.43547057733, -1607852.9924177602, 935276.2997466796, -1033905.2620578799)",0,1,0,137,1337,3297,9978,60336,80865,302773,1862264,11880199,AMSR2_S1A_EW_GRDM_1SDH_20240205T180458_20240205T180558_052427_065721_94BE.nc,S1A_EW_GRDM_1SDH_20240205T180458_20240205T180558_052427_065721_94BE_SIC.tiff,
20240205T114111,44,"(-1966117.5634222634, -2880206.567994977, -1362377.92990013, -2279958.6811828306)",0,0,0,0,0,0,0,0,4,11388,4129713,12331368,AMSR2_S1A_EW_GRDM_1SDH_20240205T114111_20240205T114211_052423_065702_E3E0.nc,S1A_EW_GRDM_1SDH_20240205T114111_20240205T114211_052423_065702_E3E0_SIC.tiff,
20240205T032533,2,"(2056493.6045575887, -68372.19597304302, 2527986.530699179, 416559.57387381926)",4867749,597127,266810,248036,528469,445348,286620,320317,457635,1476211,7906880,222591,AMSR2_S1A_EW_GRDM_1SDH_20240205T032533_20240205T032633_052418_0656CE_2FD8.nc,S1A_EW_GRDM_1SDH_20240205T032533_20240205T032633_052418_0656CE_2FD8_SIC.tiff,
20240205T114311,2,"(-2612211.367455126, -3504138.2768956446, -1963310.3031653496, -2859461.492152859)",0,0,0,0,0,0,0,0,7,114,5953111,12217029,AMSR2_S1A_EW_GRDM_1SDH_20240205T114311_20240205T114416_052423_065702_031A.nc,S1A_EW_GRDM_1SDH_20240205T114311_20240205T114416_052423_065702_031A_SIC.tiff,
20240205T180358,2,"(651344.1781701002, -1883612.7725261366, 1228576.2835036279, -1307018.6689669483)",5615397,688636,451602,1503411,1842407,620858,485123,431774,351941,782799,5942135,5296807,AMSR2_S1A_EW_GRDM_1SDH_20240205T180358_20240205T180458_052427_065721_72B8.nc,S1A_EW_GRDM_1SDH_20240205T180358_20240205T180458_052427_065721_72B8_SIC.tiff,
20240205T180258,44,"(947286.5972666148, -2157997.9942748644, 1530204.8950526235, -1576367.7358155476)",19654870,464018,224886,274642,409427,328486,315563,479222,364053,466968,1251889,425704,AMSR2_S1A_EW_GRDM_1SDH_20240205T180258_20240205T180358_052427_065721_A180.nc,S1A_EW_GRDM_1SDH_20240205T180258_20240205T180358_052427_065721_A180_SIC.tiff,
20240205T032333,2,"(1271497.0170565657, 68230.6502280795, 1723569.9639782596, 533964.2694741817)",15273533,861100,341045,281145,274327,176045,137765,118509,226089,374878,90765,1905670,AMSR2_S1A_EW_GRDM_1SDH_20240205T032333_20240205T032433_052418_0656CE_81D7.nc,S1A_EW_GRDM_1SDH_20240205T032333_20240205T032433_052418_0656CE_81D7_SIC.tiff,
20240205T180153,44,"(1250596.0941234378, -2450667.438139736, 1862420.5904908653, -1843083.7940531813)",25991752,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20240205T180153_20240205T180258_052427_065721_CA7E.nc,S1A_EW_GRDM_1SDH_20240205T180153_20240205T180258_052427_065721_CA7E_SIC.tiff,
20240205T064303,2,"(1344076.0181124103, -1900368.530848915, 1905489.4593720003, -1344620.2100863943)",23257189,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20240205T064303_20240205T064401_052420_0656E2_E62B.nc,S1A_EW_GRDM_1SDH_20240205T064303_20240205T064401_052420_0656E2_E62B_SIC.tiff,
20240208T120121,2,"(-697665.7927438567, -1343820.264940499, -260727.2368283254, -898354.5380746828)",0,6,39506,27367,29028,27757,23571,25045,32480,45814,338092,3083197,AMSR2_S1A_EW_GRDM_1SDH_20240208T120121_20240208T120154_052467_06586A_7BBA.nc,S1A_EW_GRDM_1SDH_20240208T120121_20240208T120154_052467_06586A_7BBA_SIC.tiff,
20240208T183754,44,"(-1550526.540565386, 964659.1041547772, -1151902.3594298975, 1273872.2540075392)",0,0,0,0,0,0,0,0,0,0,22917,5594275,AMSR2_S1A_EW_GRDM_1SDH_20240208T183754_20240208T183809_052471_065890_719B.nc,S1A_EW_GRDM_1SDH_20240208T183754_20240208T183809_052471_065890_719B_SIC.tiff,
20240205T064103,2,"(925387.0695653668, -1220243.027010804, 1485874.118406009, -662216.6917396364)",23719366,196791,68632,110106,109290,79159,24571,17476,23348,36862,1264,78,AMSR2_S1A_EW_GRDM_1SDH_20240205T064103_20240205T064203_052420_0656E2_1FC4.nc,S1A_EW_GRDM_1SDH_20240205T064103_20240205T064203_052420_0656E2_1FC4_SIC.tiff,
20240208T070546,2,"(832395.1548747943, -1349551.0759617824, 1375451.9049889133, -809750.4426588183)",22532215,397553,99785,111753,187837,126858,93576,79840,130167,153796,472315,0,AMSR2_S1A_EW_GRDM_1SDH_20240208T070546_20240208T070646_052464_06584C_E3F9.nc,S1A_EW_GRDM_1SDH_20240208T070546_20240208T070646_052464_06584C_E3F9_SIC.tiff,
20240208T052658,2,"(1154497.7904962709, -715304.5961655198, 1625239.8085516018, -223283.86816952637)",6509176,399137,174918,259609,442418,311411,409554,531619,513968,1104196,4476465,519744,AMSR2_S1A_EW_GRDM_1SDH_20240208T052658_20240208T052740_052463_065841_7B50.nc,S1A_EW_GRDM_1SDH_20240208T052658_20240208T052740_052463_065841_7B50_SIC.tiff,
20240208T034913,2,"(1656487.4705582352, -216191.26188010073, 2152421.914607695, 291432.95111208106)",21628346,278680,97081,139855,203341,201987,207511,187324,680059,922245,23834,19,AMSR2_S1A_EW_GRDM_1SDH_20240208T034913_20240208T035013_052462_065836_5F5C.nc,S1A_EW_GRDM_1SDH_20240208T034913_20240208T035013_052462_065836_5F5C_SIC.tiff,
20240208T102554,44,"(-818221.628896585, -2792213.4043068956, -258512.7261777286, -2241073.9729769975)",4911442,608590,127205,99082,150118,485788,604249,574762,687256,1128286,9091209,4028177,AMSR2_S1A_EW_GRDM_1SDH_20240208T102554_20240208T102654_052466_065864_D579.nc,S1A_EW_GRDM_1SDH_20240208T102554_20240208T102654_052466_065864_D579_SIC.tiff,
20240208T020929,2,"(1081760.4887990037, 522036.9479351782, 1549180.4910394333, 998505.3251553001)",0,9547,37392,32605,31365,13920,13272,13865,98108,222312,5051576,18738616,AMSR2_S1A_EW_GRDM_1SDH_20240208T020929_20240208T021029_052461_06582D_7DA3.nc,S1A_EW_GRDM_1SDH_20240208T020929_20240208T021029_052461_06582D_7DA3_SIC.tiff,
20240208T084324,2,"(322647.2576491288, -1232622.1126202517, 746449.9314933144, -789810.2363944453)",0,0,0,0,154,2506,2691,5061,5912,5961,1402385,13617734,AMSR2_S1A_EW_GRDM_1SDH_20240208T084324_20240208T084428_052465_065857_9BA9.nc,S1A_EW_GRDM_1SDH_20240208T084324_20240208T084428_052465_065857_9BA9_SIC.tiff,
20240208T102449,2,"(-640591.9532697963, -2417920.057657408, -79796.55335164384, -1849313.4639150074)",625665,416353,165196,193986,177261,161929,232017,234275,421524,515866,4877695,9229292,AMSR2_S1A_EW_GRDM_1SDH_20240208T102449_20240208T102554_052466_065864_F957.nc,S1A_EW_GRDM_1SDH_20240208T102449_20240208T102554_052466_065864_F957_SIC.tiff,
20240208T070910,44,"(1406507.1671904405, -2603852.9090491594, 1961027.6264141598, -2053209.6383978168)",24261270,16239,973,842,768,667,590,552,553,495,496,47,AMSR2_S1A_EW_GRDM_1SDH_20240208T070910_20240208T071010_052464_06584E_2487.nc,S1A_EW_GRDM_1SDH_20240208T070910_20240208T071010_052464_06584E_2487_SIC.tiff,
20240208T070805,2,"(1231436.8714384849, -2224846.2974258205, 1793698.098744634, -1651844.3346631718)",25772148,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20240208T070805_20240208T070910_052464_06584E_4ED5.nc,S1A_EW_GRDM_1SDH_20240208T070805_20240208T070910_052464_06584E_4ED5_SIC.tiff,
20240208T035013,2,"(2040929.2327494274, -330428.67220391106, 2546630.724765711, 187008.8499567966)",10354671,539116,134058,185270,524742,360961,206739,179725,246169,767674,7000335,548901,AMSR2_S1A_EW_GRDM_1SDH_20240208T035013_20240208T035113_052462_065836_6CD3.nc,S1A_EW_GRDM_1SDH_20240208T035013_20240208T035113_052462_065836_6CD3_SIC.tiff,
20240208T070442,2,"(640523.0762103935, -993998.9933374409, 1196399.205587143, -429839.1578033594)",13824586,890436,348300,257198,317585,216296,169916,204926,90661,137152,1703285,4396176,AMSR2_S1A_EW_GRDM_1SDH_20240208T070442_20240208T070546_052464_06584C_F88A.nc,S1A_EW_GRDM_1SDH_20240208T070442_20240208T070546_052464_06584C_F88A_SIC.tiff,
20240208T034709,2,"(864325.960701789, -10632.443319957423, 1371123.6121545509, 486781.526707119)",7991552,832782,268904,256963,362421,463009,621966,713154,811555,1855892,3239053,6547879,AMSR2_S1A_EW_GRDM_1SDH_20240208T034709_20240208T034813_052462_065836_2734.nc,S1A_EW_GRDM_1SDH_20240208T034709_20240208T034813_052462_065836_2734_SIC.tiff,
20240208T021029,2,"(1476665.3432390457, 591977.1497910264, 1942944.074383359, 1067144.2441771426)",0,0,0,0,2020,42948,111704,113035,367531,224460,5994754,10158834,AMSR2_S1A_EW_GRDM_1SDH_20240208T021029_20240208T021129_052461_06582D_C4E7.nc,S1A_EW_GRDM_1SDH_20240208T021029_20240208T021129_052461_06582D_C4E7_SIC.tiff,
