timestamp,num_swaths,bbox,val_0,0-10,10-20,20-30,30-40,40-50,50-60,60-70,70-80,80-90,90-100,val_100,amsr2_file,sic_file,error
20141102T012801,2,"(1096815.3643747251, 793743.1183194084, 1615768.2439312811, 1317798.622594296)",0,1,1,0,2,2,1,4,9,31,2815255,12364806,AMSR2_S1A_EW_GRDM_1SDH_20141102T012801_20141102T012901_003096_0038C7_4AD2.nc,S1A_EW_GRDM_1SDH_20141102T012801_20141102T012901_003096_0038C7_4AD2_SIC.tiff,
20141102T094439,2,"(-426480.74155755265, -3123630.864484391, 100094.32364514442, -2609394.1676910673)",2548214,337336,39454,25205,18631,13120,10911,12783,15622,14200,12547,443,AMSR2_S1A_EW_GRDM_1SDH_20141102T094439_20141102T094539_003101_0038E3_9DA8.nc,S1A_EW_GRDM_1SDH_20141102T094439_20141102T094539_003101_0038E3_9DA8_SIC.tiff,
20141102T211338,2,"(-542731.9966091552, 1745643.5203774944, -91789.65190774981, 2137443.257936615)",0,0,1,3,2,1,5,2,2,10,1310387,6070529,AMSR2_S1A_EW_GRDM_1SDH_20141102T211338_20141102T211430_003108_003909_FFD3.nc,S1A_EW_GRDM_1SDH_20141102T211338_20141102T211430_003108_003909_FFD3_SIC.tiff,
20141102T210109,2,"(-630974.0566687069, -3237917.243655559, -163425.87153150933, -2788542.309530762)",20157994,252497,26056,12882,8690,7882,7074,6955,11562,14516,15165,444,AMSR2_S1A_EW_GRDM_1SDH_20141102T210109_20141102T210209_003108_003908_C45D.nc,S1A_EW_GRDM_1SDH_20141102T210109_20141102T210209_003108_003908_C45D_SIC.tiff,
20141102T080142,44,"(488084.9398063504, -1237812.2219378708, 975420.2471823251, -760108.3591593154)",2024819,131886,51515,64336,108725,170219,209208,315414,329762,538345,2677848,17904387,AMSR2_S1A_EW_GRDM_1SDH_20141102T080142_20141102T080242_003100_0038DB_A991.nc,S1A_EW_GRDM_1SDH_20141102T080142_20141102T080242_003100_0038DB_A991_SIC.tiff,
20141102T210209,2,"(-655851.0470611504, -2818863.9740532557, -200897.24145990837, -2382153.930080134)",16510044,383401,48440,32090,20892,14802,14396,12412,9927,8548,7069,586,AMSR2_S1A_EW_GRDM_1SDH_20141102T210209_20141102T210309_003108_003908_8BE4.nc,S1A_EW_GRDM_1SDH_20141102T210209_20141102T210309_003108_003908_8BE4_SIC.tiff,
20141102T094335,2,"(-311472.1228244645, -2721086.1168580144, 210485.87657967917, -2191941.088202179)",17847,31136,4140,2475,1765,1800,1698,1839,2201,2326,5981,34663,AMSR2_S1A_EW_GRDM_1SDH_20141102T094335_20141102T094439_003101_0038E3_1D0B.nc,S1A_EW_GRDM_1SDH_20141102T094335_20141102T094439_003101_0038E3_1D0B_SIC.tiff,
20141102T062412,2,"(1096155.7702310053, -1285853.9773375464, 1664116.7160382424, -718689.946004572)",24458825,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20141102T062412_20141102T062512_003099_0038D2_150F.nc,S1A_EW_GRDM_1SDH_20141102T062412_20141102T062512_003099_0038D2_150F_SIC.tiff,
20141102T142954,44,"(1296022.5428269457, -483666.8425943577, 1786004.6815098026, -5573.626720046519)",24711237,130728,35184,39333,58889,30761,38016,44242,58665,141922,420970,0,AMSR2_S1A_EW_GRDM_1SDH_20141102T142954_20141102T143058_003104_0038F5_0AC0.nc,S1A_EW_GRDM_1SDH_20141102T142954_20141102T143058_003104_0038F5_0AC0_SIC.tiff,
20141102T094639,44,"(-614991.3869127411, -3745571.7561349375, -130012.18084921384, -3403939.4886360224)",12239643,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20141102T094639_20141102T094710_003101_0038E3_06EC.nc,S1A_EW_GRDM_1SDH_20141102T094639_20141102T094710_003101_0038E3_06EC_SIC.tiff,
20141102T080442,2,"(724484.966250888, -2418069.343326394, 1209800.755321108, -1942331.6213426911)",19957037,318173,235539,425757,497060,295107,233247,190759,188093,279110,719116,97,AMSR2_S1A_EW_GRDM_1SDH_20141102T080442_20141102T080542_003100_0038DB_32CB.nc,S1A_EW_GRDM_1SDH_20141102T080442_20141102T080542_003100_0038DB_32CB_SIC.tiff,
20141102T210509,44,"(-693166.0938272448, -1592391.2152432248, -270011.6902427466, -1187187.858119889)",393591,1327262,332620,310709,306395,373480,441381,550897,646551,1497505,5250529,694,AMSR2_S1A_EW_GRDM_1SDH_20141102T210509_20141102T210609_003108_003908_9330.nc,S1A_EW_GRDM_1SDH_20141102T210509_20141102T210609_003108_003908_9330_SIC.tiff,
20141102T210609,2,"(-693862.4674638191, -1190984.943953672, -279354.3851798369, -866234.4102859361)",0,7,8,3,1,64,2615,3968,21409,190768,4510489,2020236,AMSR2_S1A_EW_GRDM_1SDH_20141102T210609_20141102T210658_003108_003908_8446.nc,S1A_EW_GRDM_1SDH_20141102T210609_20141102T210658_003108_003908_8446_SIC.tiff,
20141102T044320,44,"(661357.2046747946, -220786.51995323837, 1221513.3716682778, 333393.8092115665)",0,0,0,0,0,0,160,7571,42286,90783,9910017,13912809,AMSR2_S1A_EW_GRDM_1SDH_20141102T044320_20141102T044425_003098_0038D0_A887.nc,S1A_EW_GRDM_1SDH_20141102T044320_20141102T044425_003098_0038D0_A887_SIC.tiff,
20141102T044525,2,"(1379590.2224613868, -602429.6084910406, 1928010.3523359594, -48115.05746748912)",24422424,3232,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20141102T044525_20141102T044625_003098_0038D0_BB35.nc,S1A_EW_GRDM_1SDH_20141102T044525_20141102T044625_003098_0038D0_BB35_SIC.tiff,
20141102T210005,2,"(-599601.9595051056, -3692690.682368014, -115106.14400505809, -3200461.762248604)",26202050,1820,244,218,193,181,199,156,162,133,148,21,AMSR2_S1A_EW_GRDM_1SDH_20141102T210005_20141102T210109_003108_003908_349E.nc,S1A_EW_GRDM_1SDH_20141102T210005_20141102T210109_003108_003908_349E_SIC.tiff,
20141105T101303,44,"(-1307623.188077185, -4370575.56489864, -806730.2748446569, -3995036.912302435)",1440420,82111,5126,2990,2733,2378,2198,2073,2061,1910,1912,172,AMSR2_S1A_EW_GRDM_1SDH_20141105T101303_20141105T101331_003145_0039D8_1140.nc,S1A_EW_GRDM_1SDH_20141105T101303_20141105T101331_003145_0039D8_1140_SIC.tiff,
20141102T112016,2,"(-826593.6866698654, -1829696.1410468293, -258079.93778745926, -1262931.1760675851)",5367647,2905126,869875,374292,313057,289403,349885,493476,677241,1575955,5989352,507677,AMSR2_S1A_EW_GRDM_1SDH_20141102T112016_20141102T112116_003102_0038EA_19E2.nc,S1A_EW_GRDM_1SDH_20141102T112016_20141102T112116_003102_0038EA_19E2_SIC.tiff,
20141102T012701,44,"(723766.5900019102, 653289.731023742, 1242331.719820473, 1176838.7819984558)",0,0,0,0,0,0,0,0,0,0,14378832,9682086,AMSR2_S1A_EW_GRDM_1SDH_20141102T012701_20141102T012801_003096_0038C7_62D7.nc,S1A_EW_GRDM_1SDH_20141102T012701_20141102T012801_003096_0038C7_62D7_SIC.tiff,
20141105T082916,2,"(499261.13973503653, -2438462.2537675845, 948513.1091334464, -2002499.8447914943)",6040495,1293888,713601,799901,1033657,776438,732754,1078876,714696,829476,773545,258,AMSR2_S1A_EW_GRDM_1SDH_20141105T082916_20141105T083016_003144_0039D5_9BB0.nc,S1A_EW_GRDM_1SDH_20141105T082916_20141105T083016_003144_0039D5_9BB0_SIC.tiff,
20141102T192312,2,"(437390.1597769258, -2895691.7598598613, 1018714.0083622131, -2308892.2051231307)",25287152,188999,15219,11966,7507,3359,1184,499,410,364,247,25,AMSR2_S1A_EW_GRDM_1SDH_20141102T192312_20141102T192416_003107_003905_5E9E.nc,S1A_EW_GRDM_1SDH_20141102T192312_20141102T192416_003107_003905_5E9E_SIC.tiff,
20141105T100903,2,"(-700609.1284130127, -2997811.1506831218, -149829.27197592528, -2456550.135626651)",17217317,492039,57873,41738,35148,23854,17297,13451,15754,19834,9672,741,AMSR2_S1A_EW_GRDM_1SDH_20141105T100903_20141105T101003_003145_0039D8_4CA8.nc,S1A_EW_GRDM_1SDH_20141105T100903_20141105T101003_003145_0039D8_4CA8_SIC.tiff,
20141105T100659,2,"(-402696.01925096236, -2226149.350293741, 140356.78846211356, -1678671.667851151)",1030853,587655,127932,51305,34648,29083,27338,25817,21806,36570,24491,193,AMSR2_S1A_EW_GRDM_1SDH_20141105T100659_20141105T100803_003145_0039D8_16D4.nc,S1A_EW_GRDM_1SDH_20141105T100659_20141105T100803_003145_0039D8_16D4_SIC.tiff,
20141105T212607,2,"(-940080.9678263717, -3042395.5535043813, -496356.5495521714, -2612817.6783151045)",24965094,6194,952,106,48,49,40,41,43,34,40,0,AMSR2_S1A_EW_GRDM_1SDH_20141105T212607_20141105T212707_003152_0039F6_A71A.nc,S1A_EW_GRDM_1SDH_20141105T212607_20141105T212707_003152_0039F6_A71A_SIC.tiff,
20141105T101103,44,"(-1037388.8271591085, -3784026.2870904338, -460908.8436266657, -3218575.354015565)",24682793,54,38,37,28,24,25,20,19,27,22,3,AMSR2_S1A_EW_GRDM_1SDH_20141105T101103_20141105T101203_003145_0039D8_EC77.nc,S1A_EW_GRDM_1SDH_20141105T101103_20141105T101203_003145_0039D8_EC77_SIC.tiff,
20141105T064050,2,"(-787033.6054087905, 1199497.139438745, -202302.46369284487, 1785734.502913449)",0,0,0,0,0,0,0,0,0,0,7214628,17479559,AMSR2_S1A_EW_GRDM_1SDH_20141105T064050_20141105T064154_003143_0039D0_8222.nc,S1A_EW_GRDM_1SDH_20141105T064050_20141105T064154_003143_0039D0_8222_SIC.tiff,
20141105T050902,44,"(983383.7334207848, -449489.42801182886, 1406168.3640872054, 19475.808944355038)",0,6,599,37825,33057,24148,17344,21985,43653,195360,9914739,3567106,AMSR2_S1A_EW_GRDM_1SDH_20141105T050902_20141105T050938_003142_0039CD_8129.nc,S1A_EW_GRDM_1SDH_20141105T050902_20141105T050938_003142_0039CD_8129_SIC.tiff,
20141105T064955,3,"(1188262.8297794345, -1815072.8229642983, 1766375.6389465511, -1225355.8537023861)",26103582,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20141105T064955_20141105T065101_003143_0039D1_D7CD.nc,S1A_EW_GRDM_1SDH_20141105T064955_20141105T065101_003143_0039D1_D7CD_SIC.tiff,
20141105T083116,2,"(541907.0528530759, -3105134.292389789, 984882.6465196959, -2826380.161097614)",14885362,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20141105T083116_20141105T083153_003144_0039D5_A179.nc,S1A_EW_GRDM_1SDH_20141105T083116_20141105T083153_003144_0039D5_A179_SIC.tiff,
20141105T194808,2,"(114360.81729449045, -2853969.4293226735, 681789.0639717411, -2255659.0621030056)",11981337,367213,138652,135466,102820,82586,87848,91613,97705,90112,73853,344,AMSR2_S1A_EW_GRDM_1SDH_20141105T194808_20141105T194917_003151_0039F0_E858.nc,S1A_EW_GRDM_1SDH_20141105T194808_20141105T194917_003151_0039F0_E858_SIC.tiff,
20141105T064154,2,"(-529048.9151243855, 883766.3360323746, 33902.72962264548, 1443332.8709032873)",0,0,0,0,0,0,0,0,0,0,4608681,19880790,AMSR2_S1A_EW_GRDM_1SDH_20141105T064154_20141105T064254_003143_0039D0_166A.nc,S1A_EW_GRDM_1SDH_20141105T064154_20141105T064254_003143_0039D0_166A_SIC.tiff,
20141105T082616,44,"(387299.7932149002, -1243339.4545265364, 842002.6201677925, -801574.0431913182)",0,0,1,0,1,4,65,974,1418,2985,392747,18781259,AMSR2_S1A_EW_GRDM_1SDH_20141105T082616_20141105T082716_003144_0039D5_D664.nc,S1A_EW_GRDM_1SDH_20141105T082616_20141105T082716_003144_0039D5_D664_SIC.tiff,
20141105T095749,2,"(606314.7685902986, 1288335.2423582838, 1095127.8551176428, 1791319.1317198086)",0,0,0,0,0,0,1,1,5,335,1501153,352465,AMSR2_S1A_EW_GRDM_1SDH_20141105T095749_20141105T095854_003145_0039D7_AE16.nc,S1A_EW_GRDM_1SDH_20141105T095749_20141105T095854_003145_0039D7_AE16_SIC.tiff,
20141105T213107,44,"(-804415.1138744811, -1035601.0307856518, -379650.9064241219, -851063.9714544613)",0,0,6,2269,22259,51747,31600,37862,35705,61628,888909,1012173,AMSR2_S1A_EW_GRDM_1SDH_20141105T213107_20141105T213129_003152_0039F6_603B.nc,S1A_EW_GRDM_1SDH_20141105T213107_20141105T213129_003152_0039F6_603B_SIC.tiff,
20141105T082816,2,"(468519.8218978474, -2035500.7996130693, 918677.7606977969, -1598330.4985843739)",21174,411697,139404,172147,295335,394099,414065,628865,810870,1537396,5465101,61660,AMSR2_S1A_EW_GRDM_1SDH_20141105T082816_20141105T082916_003144_0039D5_A1C6.nc,S1A_EW_GRDM_1SDH_20141105T082816_20141105T082916_003144_0039D5_A1C6_SIC.tiff,
20141105T101203,44,"(-1220648.9758467947, -4184607.7205984313, -629176.3367549657, -3604646.0357060777)",10180500,172741,22555,14752,11847,10267,9169,8372,7784,7191,7015,671,AMSR2_S1A_EW_GRDM_1SDH_20141105T101203_20141105T101303_003145_0039D8_57A5.nc,S1A_EW_GRDM_1SDH_20141105T101203_20141105T101303_003145_0039D8_57A5_SIC.tiff,
20141105T212707,2,"(-925284.5638172854, -2630804.5888728597, -480557.2464211373, -2200860.9010230317)",17611282,1147832,183878,96010,60437,42379,39033,36199,37588,35887,27155,479,AMSR2_S1A_EW_GRDM_1SDH_20141105T212707_20141105T212807_003152_0039F6_520E.nc,S1A_EW_GRDM_1SDH_20141105T212707_20141105T212807_003152_0039F6_520E_SIC.tiff,
20141105T231423,44,"(-174286.9057888278, 712538.3567871467, 400815.4901194851, 1290552.8628157014)",0,0,0,0,0,0,0,0,0,0,3253910,22338321,AMSR2_S1A_EW_GRDM_1SDH_20141105T231423_20141105T231527_003153_003A01_C10C.nc,S1A_EW_GRDM_1SDH_20141105T231423_20141105T231527_003153_003A01_C10C_SIC.tiff,
20141105T083016,2,"(524013.8023188586, -2847100.3822500887, 972691.9866865914, -2411558.2471959586)",24698232,1864,7,2,2,2,5,2,2,6,4,0,AMSR2_S1A_EW_GRDM_1SDH_20141105T083016_20141105T083116_003144_0039D5_5FEC.nc,S1A_EW_GRDM_1SDH_20141105T083016_20141105T083116_003144_0039D5_5FEC_SIC.tiff,
20141105T064855,2,"(991280.1568910555, -1430945.8716791554, 1548311.7743724606, -876783.9076364067)",24514664,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20141105T064855_20141105T064955_003143_0039D1_19A9.nc,S1A_EW_GRDM_1SDH_20141105T064855_20141105T064955_003143_0039D1_19A9_SIC.tiff,
20141105T114504,2,"(-1027608.8473590752, -1802239.261536359, -453978.15268961317, -1230600.06351552)",1363708,579331,197718,206618,280659,371960,447732,482419,538347,1516481,14270310,3515087,AMSR2_S1A_EW_GRDM_1SDH_20141105T114504_20141105T114604_003146_0039DE_0C3E.nc,S1A_EW_GRDM_1SDH_20141105T114504_20141105T114604_003146_0039DE_0C3E_SIC.tiff,
20141105T101003,2,"(-864416.0370155119, -3388674.0275080153, -301117.92592424795, -2836466.7600548174)",24683200,0,0,0,0,0,0,0,0,0,0,0,AMSR2_S1A_EW_GRDM_1SDH_20141105T101003_20141105T101103_003145_0039D8_256B.nc,S1A_EW_GRDM_1SDH_20141105T101003_20141105T101103_003145_0039D8_256B_SIC.tiff,
20141105T064254,4,"(-294671.68573684193, 657674.6975443596, 198335.267665931, 1121331.3401793854)",0,0,0,0,0,0,0,0,0,0,4112390,12752123,AMSR2_S1A_EW_GRDM_1SDH_20141105T064254_20141105T064337_003143_0039D0_DF06.nc,S1A_EW_GRDM_1SDH_20141105T064254_20141105T064337_003143_0039D0_DF06_SIC.tiff,
20141105T100054,4,"(407225.5471039619, 406556.6532952939, 825561.8275919447, 607928.7391134936)",0,0,0,0,0,0,0,0,0,0,1336431,4688277,AMSR2_S1A_EW_GRDM_1SDH_20141105T100054_20141105T100110_003145_0039D7_C626.nc,S1A_EW_GRDM_1SDH_20141105T100054_20141105T100110_003145_0039D7_C626_SIC.tiff,
20141105T064655,44,"(584456.0616397709, -747496.8264922465, 1138481.7464972837, -195911.43663765825)",3572777,582837,149611,159361,238951,289581,346763,443115,616862,1111621,4884284,8214212,AMSR2_S1A_EW_GRDM_1SDH_20141105T064655_20141105T064755_003143_0039D1_9430.nc,S1A_EW_GRDM_1SDH_20141105T064655_20141105T064755_003143_0039D1_9430_SIC.tiff,
20141105T131726,3,"(717021.9769780413, -309261.37514494144, 1263958.6328516004, 239010.23021172616)",0,0,0,1,1,12,219,1920,11357,53510,7548665,16124480,AMSR2_S1A_EW_GRDM_1SDH_20141105T131726_20141105T131827_003147_0039E0_F207.nc,S1A_EW_GRDM_1SDH_20141105T131726_20141105T131827_003147_0039E0_F207_SIC.tiff,
20141105T114604,2,"(-1088981.747375919, -1865587.0079704798, -732962.5314784305, -1514898.1356406186)",188435,42166,11975,10722,12644,39075,80917,148913,379349,790237,1966748,173,AMSR2_S1A_EW_GRDM_1SDH_20141105T114604_20141105T114617_003146_0039DE_F5F1.nc,S1A_EW_GRDM_1SDH_20141105T114604_20141105T114617_003146_0039DE_F5F1_SIC.tiff,
20141105T131422,2,"(1768838.0253838096, 258448.0400787312, 2349980.592635584, 835895.7133300109)",17653730,447657,163871,123249,137936,110375,160165,121659,132754,323187,342811,1252,AMSR2_S1A_EW_GRDM_1SDH_20141105T131422_20141105T131526_003147_0039E0_986B.nc,S1A_EW_GRDM_1SDH_20141105T131422_20141105T131526_003147_0039E0_986B_SIC.tiff,
20141105T082716,2,"(431137.4733201831, -1637341.017487003, 883148.5178979936, -1198278.6197046554)",0,22619,15052,35676,40133,50350,35327,62237,159842,402234,6381264,4893532,AMSR2_S1A_EW_GRDM_1SDH_20141105T082716_20141105T082816_003144_0039D5_2E8B.nc,S1A_EW_GRDM_1SDH_20141105T082716_20141105T082816_003144_0039D5_2E8B_SIC.tiff,
20141105T100803,2,"(-547670.4707443065, -2610521.981169894, -5701.926953435127, -2079594.1386905203)",8518780,536977,110533,64891,47806,38939,37501,31484,31030,35720,83351,47014,AMSR2_S1A_EW_GRDM_1SDH_20141105T100803_20141105T100903_003145_0039D8_F135.nc,S1A_EW_GRDM_1SDH_20141105T100803_20141105T100903_003145_0039D8_F135_SIC.tiff,
20141105T212907,2,"(-876009.3815544626, -1824523.8335634815, -429561.2685596287, -1391826.03631515)",5456011,1053825,281060,259856,234839,265848,445452,585459,700934,2568450,11430509,1609502,AMSR2_S1A_EW_GRDM_1SDH_20141105T212907_20141105T213007_003152_0039F6_3A42.nc,S1A_EW_GRDM_1SDH_20141105T212907_20141105T213007_003152_0039F6_3A42_SIC.tiff,
